ID,구분,단지/커뮤니티명,입주_공급시기,규모_세대수,우선순위,접촉상태,주요타겟제품,커뮤니티_URL,타겟대상
MKT-339,2026신축입주,회천중앙역 로제비앙 그랜드센텀,2026.12,642세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=회천중앙역 로제비앙 그랜드센텀 입주예정자협의회,신축 입주 예정자 (경기도 양주시 회정동 양주신도시 회천지구 A11블록)
MKT-340,2026신축입주,수원 당수지구 D3블록(사전청약),2026.12,593세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=수원 당수지구 D3블록(사전청약) 입주예정자협의회,신축 입주 예정자 (경기도 수원시 권선구 수원당수 공공주택지구 내 D3BL)
MKT-341,2026신축입주,익산 부송 아이파크,2026.12,511세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=익산 부송 아이파크 입주예정자협의회,신축 입주 예정자 (전북특별자치도 익산시 부송동 279번지 일원)
MKT-342,2026신축입주,e편한세상 서대전역 센트로,2026.12,495세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=e편한세상 서대전역 센트로 입주예정자협의회,신축 입주 예정자 (대전광역시 중구 문화동 330번지 일원)
MKT-343,2026신축입주,인천 검단신도시 AB13블록 호반써밋Ⅲ(본청약),2026.12,492세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=인천 검단신도시 AB13블록 호반써밋Ⅲ(본청약) 입주예정자협의회,신축 입주 예정자 (인천 검단신도시 AB13블록 (인천광역시 서구 원당동 1063-2 일원))
MKT-344,2026신축입주,영통역자이 프라시엘,2026.12,472세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=영통역자이 프라시엘 입주예정자협의회,신축 입주 예정자 (경기도 용인시 기흥구 서천동 335-2번지 일원)
MKT-345,2026신축입주,위례 A2-7블록 신혼희망타운(공공분양) (본청약),2026.12,440세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=위례 A2-7블록 신혼희망타운(공공분양) (본청약) 입주예정자협의회,신축 입주 예정자 (경기도 성남시 수정구 창곡동 위례 택지개발사업지구 내 A2-7블록)
MKT-346,2026신축입주,힐스테이트 가야 1단지,2026.12,406세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=힐스테이트 가야 1단지 입주예정자협의회,신축 입주 예정자 (부산광역시 부산진구 가야동 197번지 일원)
MKT-347,2026신축입주,수원 당수지구 C3블록(사전청약),2026.12,385세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=수원 당수지구 C3블록(사전청약) 입주예정자협의회,신축 입주 예정자 (경기도 수원시 권선구 수원당수 공공주택지구 내 C3BL)
MKT-348,2026신축입주,인천계양 A3블록 신혼희망타운(공공분양)(본청약),2026.12,359세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=인천계양 A3블록 신혼희망타운(공공분양)(본청약) 입주예정자협의회,"신축 입주 예정자 (인천광역시 계양구 귤현동, 동양동, 박촌동, 병방동, 상야동 일원 인천계양 테크노밸리 공공주택지구내 A3블록)"
MKT-349,2026신축입주,효성해링턴 플레이스 군산,2026.12,275세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=효성해링턴 플레이스 군산 입주예정자협의회,신축 입주 예정자 (전북특별자치도 군산시 경장동 504-4번지 일원)
MKT-350,2026신축입주,에코시티 한양수자인 디에스틴 주상복합,2026.12,268세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=에코시티 한양수자인 디에스틴 주상복합 입주예정자협의회,신축 입주 예정자 (전라북도 전주시 덕진구 송천동 2가 1315번지 (전주에코시티 주상3BL))
MKT-351,2026신축입주,홍천 에듀포레 휴티스,2026.12,239세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=홍천 에듀포레 휴티스 입주예정자협의회,신축 입주 예정자 (강원특별자치도 홍천군 홍천읍 갈마곡리 436-1 일원 및 희망리 38번지 일원)
MKT-352,2026신축입주,용현 우방 아이유쉘 센트럴마린,2026.12,196세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=용현 우방 아이유쉘 센트럴마린 입주예정자협의회,신축 입주 예정자 (인천광역시 미추홀구 용현동 627-80번지)
MKT-353,2026신축입주,군산 세경아파트 우선분양전환 후 잔여세대,2026.12,153세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=군산 세경아파트 우선분양전환 후 잔여세대 입주예정자협의회,"신축 입주 예정자 (전북특별자치도 군산시 양안로 123 (조촌동, 세경아파트))"
MKT-354,2026신축입주,힐스테이트 가야 2단지,2026.12,81세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=힐스테이트 가야 2단지 입주예정자협의회,신축 입주 예정자 (부산광역시 부산진구 가야동 197-3번지 일원)
MKT-355,2026신축입주,두산위브 트레지움 월산,2026.12,71세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=두산위브 트레지움 월산 입주예정자협의회,신축 입주 예정자 (광주광역시 남구 월산동 243-1번지 일원)
MKT-356,2026신축입주,하당 르파르크 시그니처,2026.12,70세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=하당 르파르크 시그니처 입주예정자협의회,신축 입주 예정자 (전라남도 목포시 석현동 1175-11번지)
MKT-357,2026신축입주,위례 A2-7블록 신혼희망타운(공공분양) 잔여세대,2026.12,3세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=위례 A2-7블록 신혼희망타운(공공분양) 잔여세대 입주예정자협의회,신축 입주 예정자 (경기도 성남시 수정구 창곡동 위례 택지개발사업지구 내 A2-7블록)
MKT-358,2026신축입주,지제역 반도체밸리 쌍용더플래티넘,2027.01,1340세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=지제역 반도체밸리 쌍용더플래티넘 입주예정자협의회,신축 입주 예정자 (경기도 평택시 가재지구 도시개발사업 공동 1BL)
MKT-359,2026신축입주,평택 브레인시티 5BL 대광로제비앙 그랜드센텀,2027.01,1182세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=평택 브레인시티 5BL 대광로제비앙 그랜드센텀 입주예정자협의회,신축 입주 예정자 (경기도 평택시 장안동 평택브레인시티 일반산업단지 공동5BL)
MKT-360,2026신축입주,신영지웰 푸르지오 테크노폴리스 센트럴,2027.01,1034세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=신영지웰 푸르지오 테크노폴리스 센트럴 입주예정자협의회,신축 입주 예정자 (충청북도 청주시 흥덕구 송절동 산 4-2(일원))
MKT-361,2026신축입주,e편한세상 내포 퍼스트드림(선택형 분양전환공공임대주택),2027.01,949세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=e편한세상 내포 퍼스트드림(선택형 분양전환공공임대주택) 입주예정자협의회,신축 입주 예정자 (충남 내포신도시 RH16BL(충청남도 홍성군 홍북읍 신경리 1207일원))
MKT-362,2026신축입주,청주 가경 아이파크 6단지,2027.01,946세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=청주 가경 아이파크 6단지 입주예정자협의회,신축 입주 예정자 (충청북도 청주시 흥덕구 가경동 330번지 일대)
MKT-363,2026신축입주,위파크 안동 호반,2027.01,820세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=위파크 안동 호반 입주예정자협의회,신축 입주 예정자 (경상북도 안동시 옥동 산 70번지 일원)
MKT-364,2026신축입주,더샵 광양레이크센텀 (1회차),2027.01,717세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=더샵 광양레이크센텀 (1회차) 입주예정자협의회,신축 입주 예정자 (전라남도 광양시 마동 348-4번지 일원)
MKT-365,2026신축입주,에코시티 더샵4차,2027.01,576세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=에코시티 더샵4차 입주예정자협의회,신축 입주 예정자 (전북특별자치도 전주시 덕진구 송천동2가 1317)
MKT-366,2026신축입주,광주 선운2지구 예다음(사전청약),2027.01,505세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=광주 선운2지구 예다음(사전청약) 입주예정자협의회,신축 입주 예정자 (광주광역시 광산구 운수동 선운2지구 B-2BL)
MKT-367,2026신축입주,더샵 광양레이크센텀 (2회차),2027.01,208세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=더샵 광양레이크센텀 (2회차) 입주예정자협의회,신축 입주 예정자 (전라남도 광양시 마동 348-4번지 일원)
MKT-368,2026신축입주,부천아테라자이(부천괴안지구 B-2블록),2027.01,200세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=부천아테라자이(부천괴안지구 B-2블록) 입주예정자협의회,신축 입주 예정자 (경기도 부천시 소사구 괴안동 부천괴안 공공주택지구 B2블록)
MKT-369,2026신축입주,울산 우정 한라비발디,2027.01,198세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=울산 우정 한라비발디 입주예정자협의회,신축 입주 예정자 (울산광역시 중구 우정동 274-85번지 일원)
MKT-370,2026신축입주,울산 우정 에피트(조합원 취소분),2027.01,55세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=울산 우정 에피트(조합원 취소분) 입주예정자협의회,신축 입주 예정자 (울산광역시 중구 우정동 274-85번지 일원)
MKT-371,2026신축입주,PH159,2027.01,49세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=PH159 입주예정자협의회,신축 입주 예정자 (제주특별자치도 제주시 조천읍 북촌리 1938번지 외 2필지)
MKT-372,2026신축입주,선화동 참좋은아파트 우선분양전환 후 잔여세대(2차),2027.01,2세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=선화동 참좋은아파트 우선분양전환 후 잔여세대(2차) 입주예정자협의회,"신축 입주 예정자 (대전광역시 중구 선화동 83-1 (선화동, 참좋은아파트))"
MKT-373,2026신축입주,평택 브레인시티 중흥S-클래스,2027.02,1980세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=평택 브레인시티 중흥S-클래스 입주예정자협의회,신축 입주 예정자 (경기도 평택시 장안동 평택브레인시티 일반산업단지 공동1BL)
MKT-374,2026신축입주,지제역 반도체밸리 해링턴 플레이스,2027.02,1209세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=지제역 반도체밸리 해링턴 플레이스 입주예정자협의회,신축 입주 예정자 (경기도 평택시 가재지구 도시개발사업 공동 3BL (가재동))
MKT-375,2026신축입주,배방 필하우스 리버시티,2027.02,1083세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=배방 필하우스 리버시티 입주예정자협의회,"신축 입주 예정자 (충청남도 아산시 배방읍 북수리 1577,1578번지)"
MKT-376,2026신축입주,더샵 탕정인피니티시티 2차,2027.02,1050세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=더샵 탕정인피니티시티 2차 입주예정자협의회,신축 입주 예정자 (충청남도 아산시 아산탕정지구 도시개발구역 A3BL)
MKT-377,2026신축입주,제일풍경채 검단Ⅳ,2027.02,1048세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=제일풍경채 검단Ⅳ 입주예정자협의회,신축 입주 예정자 (인천광역시 서구 불로동 검단신도시 AA22BL)
MKT-378,2026신축입주,"인천 영종국제도시 RC4-1,2BL 주상복합 (사전청약)",2027.02,868세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기","https://search.naver.com/search.naver?query=인천 영종국제도시 RC4-1,2BL 주상복합 (사전청약) 입주예정자협의회","신축 입주 예정자 (인천광역시 중구 중산동 RC4-1,2BL)"
MKT-379,2026신축입주,힐스테이트 선화 더와이즈,2027.02,851세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=힐스테이트 선화 더와이즈 입주예정자협의회,신축 입주 예정자 (대전광역시 중구 선화동 85-1번지 일원)
MKT-380,2026신축입주,청계리버뷰자이,2027.02,797세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=청계리버뷰자이 입주예정자협의회,신축 입주 예정자 (서울특별시 성동구 용답동 108-1번지 일원)
MKT-381,2026신축입주,검단아테라자이,2027.02,709세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=검단아테라자이 입주예정자협의회,신축 입주 예정자 (인천검단시 서구 불로동 484-3번지 일대(검단신도시 AB21-1BL))
MKT-382,2026신축입주,오산세교 힐데스하임(A20블록)(본청약),2027.02,679세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=오산세교 힐데스하임(A20블록)(본청약) 입주예정자협의회,신축 입주 예정자 (경기도 오산시 벌음동 149 일원(오산세교2지구 A20블록))
MKT-383,2026신축입주,진위역 서희스타힐스 더 파크뷰,2027.02,639세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=진위역 서희스타힐스 더 파크뷰 입주예정자협의회,신축 입주 예정자 (경기도 평택시 진위면 갈곶리 239-60번지 일원)
MKT-384,2026신축입주,부산장안지구 디에트르 디 오션(B3BL) 본청약,2027.02,489세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=부산장안지구 디에트르 디 오션(B3BL) 본청약 입주예정자협의회,신축 입주 예정자 (부산광역시 기장군 장안지구 B-3블록(부산광역시 기장군 장안읍 좌천리 361-4일원))
MKT-385,2026신축입주,달서자이 제니크,2027.02,360세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=달서자이 제니크 입주예정자협의회,신축 입주 예정자 (대구광역시 달서구 본리동 661-9번지 일원)
MKT-386,2026신축입주,더샵 금정위버시티,2027.02,308세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=더샵 금정위버시티 입주예정자협의회,신축 입주 예정자 (부산광역시 금정구 부곡동 200-1번지 일원)
MKT-387,2026신축입주,힐스테이트 문수로 센트럴 2단지,2027.02,301세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=힐스테이트 문수로 센트럴 2단지 입주예정자협의회,신축 입주 예정자 (울산광역시 남구 신정동 636-1번지 일원)
MKT-388,2026신축입주,힐스테이트 문수로 센트럴 1단지,2027.02,301세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=힐스테이트 문수로 센트럴 1단지 입주예정자협의회,신축 입주 예정자 (울산광역시 남구 신정동 638-1번지 일원)
MKT-389,2026신축입주,서광교 한라비발디 레이크포레,2027.02,285세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=서광교 한라비발디 레이크포레 입주예정자협의회,신축 입주 예정자 (경기도 수원시 장안구 연무동 58-1번지 일원)
MKT-390,2026신축입주,원주 모아엘가 그랑데,2027.02,281세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=원주 모아엘가 그랑데 입주예정자협의회,신축 입주 예정자 (강원특별자치도 원주시 단구동 531-8번지 일원)
MKT-391,2026신축입주,더폴 울산신정,2027.02,168세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=더폴 울산신정 입주예정자협의회,신축 입주 예정자 (울산광역시 남구 신정동 1133-14 외 11필지)
MKT-392,2026신축입주,동래 에코팰리스 아시아드,2027.02,160세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=동래 에코팰리스 아시아드 입주예정자협의회,신축 입주 예정자 (부산광역시 동래구 온천동 1248-10)
MKT-393,2026신축입주,성남 금토지구 A-3블록 판교테크노밸리 중흥S-클래스(본청약),2027.02,119세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=성남 금토지구 A-3블록 판교테크노밸리 중흥S-클래스(본청약) 입주예정자협의회,신축 입주 예정자 (경기도 성남시 수정구 금토동 금토지구 A-3BL)
MKT-394,2026신축입주,진위역 서희스타힐스 더 파크뷰,2027.02,82세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=진위역 서희스타힐스 더 파크뷰 입주예정자협의회,신축 입주 예정자 (경기도 평택시 진위면 갈곶리 239-60번지 일원)
MKT-395,2026신축입주,진위역 서희스타힐스 더 파크뷰(3차),2027.02,53세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=진위역 서희스타힐스 더 파크뷰(3차) 입주예정자협의회,신축 입주 예정자 (경기도 평택시 진위면 갈곶리 239-60번지 일원)
MKT-396,2026신축입주,더샵 금정위버시티(조합원 취소분),2027.02,30세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=더샵 금정위버시티(조합원 취소분) 입주예정자협의회,신축 입주 예정자 (부산광역시 금정구 부곡동 200-1번지 일원)
MKT-397,2026신축입주,구미 그랑포레 데시앙,2027.03,1350세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=구미 그랑포레 데시앙 입주예정자협의회,신축 입주 예정자 (경상북도 구미시 도량동 산40-4번지 일원)
MKT-398,2026신축입주,일광 노르웨이숲 오션포레,2027.03,1294세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=일광 노르웨이숲 오션포레 입주예정자협의회,신축 입주 예정자 (부산광역시 기장군 일광읍 이천리 720-2번지 일원)
MKT-399,2026신축입주,안성당왕 경남아너스빌 하이스트,2027.03,976세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=안성당왕 경남아너스빌 하이스트 입주예정자협의회,신축 입주 예정자 (경기도 안성시 안성당왕지구 B-1블록 공동주택용지)
MKT-400,2026신축입주,푸르지오 라디우스 파크,2027.03,718세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=푸르지오 라디우스 파크 입주예정자협의회,신축 입주 예정자 (서울특별시 성북구 장위동 25-55번지 일대)
MKT-401,2026신축입주,김제 검산 예다음,2027.03,648세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=김제 검산 예다음 입주예정자협의회,신축 입주 예정자 (전북특별자치도 김제시 검산동 510-7번지 일원)
MKT-402,2026신축입주,영통자이 센트럴파크,2027.03,580세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=영통자이 센트럴파크 입주예정자협의회,신축 입주 예정자 (경기도 수원시 영통구 영통동 961-11번지)
MKT-403,2026신축입주,두산위브더제니스 센트럴 용인,2027.03,568세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=두산위브더제니스 센트럴 용인 입주예정자협의회,신축 입주 예정자 (경기도 용인시 처인구 삼가동 174번지 일원)
MKT-404,2026신축입주,도마 포레나해모로,2027.03,568세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=도마 포레나해모로 입주예정자협의회,신축 입주 예정자 (대전광역시 서구 도마동 181-1번지 일원)
MKT-405,2026신축입주,양정 롯데캐슬 프론티엘,2027.03,489세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=양정 롯데캐슬 프론티엘 입주예정자협의회,신축 입주 예정자 (부산광역시 부산진구 양정동 64-3번지 일원)
MKT-406,2026신축입주,마포자이힐스테이트 라첼스,2027.03,463세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=마포자이힐스테이트 라첼스 입주예정자협의회,신축 입주 예정자 (서울특별시 마포구 공덕동 105-84 일원)
MKT-407,2026신축입주,양평 하늘채 센트로힐스,2027.03,200세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=양평 하늘채 센트로힐스 입주예정자협의회,신축 입주 예정자 (경기도 양평군 양평읍 덕평리 661-7 일원)
MKT-408,2026신축입주,신제주 동문디이스트 시그니처원Ⅰ,2027.03,182세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=신제주 동문디이스트 시그니처원Ⅰ 입주예정자협의회,신축 입주 예정자 (제주특별자치도 제주시 연동 274-12번지외 4필지)
MKT-409,2026신축입주,역북 서희스타힐스 프라임시티,2027.03,134세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=역북 서희스타힐스 프라임시티 입주예정자협의회,신축 입주 예정자 (경기도 용인시 처인구 역북동 89-25번지 일원)
MKT-410,2026신축입주,마포 푸르지오 어반피스,2027.03,122세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=마포 푸르지오 어반피스 입주예정자협의회,신축 입주 예정자 (서울특별시 마포구 아현동 613-10번지 일원)
MKT-411,2026신축입주,더 플래티넘 센트럴포레,2027.03,112세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=더 플래티넘 센트럴포레 입주예정자협의회,신축 입주 예정자 (경기도 양주시 삼숭동 187-47번지 일원)
MKT-412,2026신축입주,e편한세상 일산 메이포레 1단지,2027.03,112세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=e편한세상 일산 메이포레 1단지 입주예정자협의회,신축 입주 예정자 (경기도 고양시 일산동구 풍동 822번지 일원)
MKT-413,2026신축입주,이촌 르엘,2027.03,88세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=이촌 르엘 입주예정자협의회,신축 입주 예정자 (서울특별시 용산구 이촌동 301-160 일원)
MKT-414,2026신축입주,e편한세상 일산 메이포레 3단지,2027.03,35세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=e편한세상 일산 메이포레 3단지 입주예정자협의회,신축 입주 예정자 (경기도 고양시 일산동구 풍동 852번지 일원)
MKT-415,2026신축입주,역북 서희스타힐스 프라임시티(조합원 취소분),2027.03,5세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=역북 서희스타힐스 프라임시티(조합원 취소분) 입주예정자협의회,신축 입주 예정자 (경기도 용인시 처인구 역북동 89-25번지 일원)
MKT-416,2026신축입주,대연 디아이엘,2027.04,2382세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=대연 디아이엘 입주예정자협의회,신축 입주 예정자 (부산광역시 남구 대연동 1619번지 일원)
MKT-417,2026신축입주,신영지웰 평택화양,2027.04,999세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=신영지웰 평택화양 입주예정자협의회,신축 입주 예정자 (경기도 평택시 화양지구 도시개발사업 9-1BL(경기도 평택시 현덕면 화양리 785번지 일원))
MKT-418,2026신축입주,힐스테이트 죽림더프라우드 A2BL(공공분양주택),2027.04,802세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=힐스테이트 죽림더프라우드 A2BL(공공분양주택) 입주예정자협의회,신축 입주 예정자 (전라남도 여수시 죽림1지구 내 A2BL)
MKT-419,2026신축입주,제주 중부공원 제일풍경채 센트럴파크,2027.04,653세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=제주 중부공원 제일풍경채 센트럴파크 입주예정자협의회,신축 입주 예정자 (제주특별자치도 제주시 건입동 167번지)
MKT-420,2026신축입주,이천자이 더 레브,2027.04,635세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=이천자이 더 레브 입주예정자협의회,신축 입주 예정자 (경기도 이천시 송정동 산31번지 일원)
MKT-421,2026신축입주,김해 삼계 푸르지오 센트럴파크,2027.04,630세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=김해 삼계 푸르지오 센트럴파크 입주예정자협의회,신축 입주 예정자 (경상남도 김해시 삼계동 1027-3번지 일원)
MKT-422,2026신축입주,휴먼빌 일산 클래스원,2027.04,529세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=휴먼빌 일산 클래스원 입주예정자협의회,신축 입주 예정자 (경기도 고양시 일산동구 식사동 1110번지 일원(고양 풍동 2지구 3블럭))
MKT-423,2026신축입주,제일풍경채 운정,2027.04,520세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=제일풍경채 운정 입주예정자협의회,신축 입주 예정자 (경기도 파주시 운정3지구 A45블록(경기도 파주시 목동동 363번지 일원))
MKT-424,2026신축입주,창경궁 롯데캐슬 시그니처,2027.04,509세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=창경궁 롯데캐슬 시그니처 입주예정자협의회,신축 입주 예정자 (서울특별시 성북구 삼선동2가 296번지 일원)
MKT-425,2026신축입주,힐스테이트 구미더퍼스트,2027.04,491세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=힐스테이트 구미더퍼스트 입주예정자협의회,신축 입주 예정자 (경상북도 구미시 봉곡동 59-1번지 일원)
MKT-426,2026신축입주,괴산 미니복합타운 A2BL 대광로제비앙 (사전청약),2027.04,355세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=괴산 미니복합타운 A2BL 대광로제비앙 (사전청약) 입주예정자협의회,신축 입주 예정자 (충청북도 괴산군 괴산읍 대사리 괴산미니복합타운 A2BL)
MKT-427,2026신축입주,힐스테이트 죽림더프라우드 A4BL(공공분양주택),2027.04,341세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=힐스테이트 죽림더프라우드 A4BL(공공분양주택) 입주예정자협의회,신축 입주 예정자 (전라남도 여수시 죽림1지구 내 A4BL)
MKT-428,2026신축입주,강릉 아테라,2027.04,329세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=강릉 아테라 입주예정자협의회,신축 입주 예정자 (강원특별자치도 강릉시 회산동 536번지 일원)
