우선순위,입주예정월,단지명,총공급세대,공급위치,시행_시공사,추천상품,입예협_검색어
99,2026.11,울산 다운2지구 우미린 더 시그니처 본청약,1109,울산광역시 울주군 범서읍 서사리 305번지 일원(울산 다운2지구 B-2BL),(주)우미개발,"얼음정수기, 비데, 공기청정기, 식세기",울산 다운2지구 우미린 더 시그니처 본청약 입주예정자협의회
99,2026.11,부산 에코델타시티 16블록 중흥S-클래스,1067,부산광역시 강서구 강동동 에코델타시티 16BL,중봉산업개발(주),"얼음정수기, 비데, 공기청정기, 식세기",부산 에코델타시티 16블록 중흥S-클래스 입주예정자협의회
99,2026.11,이천 중리지구 B3블록 금성백조 예미지,1009,경기도 이천시 중리지구 B3블록(중리동 518번지),(주)금성백조주택,"얼음정수기, 비데, 공기청정기, 식세기",이천 중리지구 B3블록 금성백조 예미지 입주예정자협의회
99,2026.11,평택 푸르지오 센터파인,851,경기도 평택시 현덕면 평택 화양지구 도시개발사업 9-2BL,교보자산신탁(주),"얼음정수기, 비데, 공기청정기, 식세기",평택 푸르지오 센터파인 입주예정자협의회
99,2026.11,영주자이 시그니처,763,경상북도 영주시 상망동 산78-1번지 일원,주식회사 하나자산신탁,"얼음정수기, 비데, 공기청정기, 식세기",영주자이 시그니처 입주예정자협의회
99,2026.11,평택 화양 동문 디 이스트,753,경기도 평택시 화양지구 6-2BL(경기도 평택시 현덕면 운정리 150-1번지 일원),(주)미르앤에셋,"얼음정수기, 비데, 공기청정기, 식세기",평택 화양 동문 디 이스트 입주예정자협의회
99,2026.11,의왕 센트라인 데시앙,532,경기도 의왕시 오전동 32-4번지,오전나구역주택재개발정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",의왕 센트라인 데시앙 입주예정자협의회
99,2026.11,이천 중리지구 A-2블록 신안인스빌 퍼스티지,523,경기도 이천시 증일동 중리택지개발지구 A2블록,(주)관악,"얼음정수기, 비데, 공기청정기, 식세기",이천 중리지구 A-2블록 신안인스빌 퍼스티지 입주예정자협의회
90,2026.11,성남 복정1지구 B3블록(사전청약),417,경기도 성남시 수정구 복정1지구 B3BL,(주)보광종합건설,"얼음정수기, 비데, 공기청정기, 식세기",성남 복정1지구 B3블록(사전청약) 입주예정자협의회
90,2026.11,동래 반도 유보라,400,부산광역시 동래구 낙민동 76-1번지 일원,주식회사 하나자산신탁,"얼음정수기, 비데, 공기청정기, 식세기",동래 반도 유보라 입주예정자협의회
90,2026.11,공주월송지구 경남아너스빌,366,충청남도 공주시 월송동 671-1 (B-4BL),에스엠상선(주)건설부문,"얼음정수기, 비데, 공기청정기, 식세기",공주월송지구 경남아너스빌 입주예정자협의회
90,2026.11,용인 에버랜드역 칸타빌,348,경기도 용인시 처인구 포곡읍 전대리 192-2외 5필지,디더블유대원 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",용인 에버랜드역 칸타빌 입주예정자협의회
90,2026.11,관저 푸르지오 센트럴파크 2단지,264,대전광역시 서구 가수원동 산 16-119번지 일원 (계백지구 도시개발사업구역 공동주택용지 A2블럭),신한자산신탁 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",관저 푸르지오 센트럴파크 2단지 입주예정자협의회
90,2026.11,관저 푸르지오 센트럴파크 1단지,264,대전광역시 서구 관저동 7-27번지 일원 (계백지구 도시개발사업구역 공동주택용지 A1블럭),신한자산신탁 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",관저 푸르지오 센트럴파크 1단지 입주예정자협의회
90,2026.11,강릉자이르네 디오션,228,강원특별자치도 강릉시 송정동 산77-3번지 일원,한국투자부동산신탁㈜,"얼음정수기, 비데, 공기청정기, 식세기",강릉자이르네 디오션 입주예정자협의회
90,2026.11,e편한세상 번영로 리더스포레,192,울산광역시 남구 야음동 828-29번지 일원,코리아신탁(주),"얼음정수기, 비데, 공기청정기, 식세기",e편한세상 번영로 리더스포레 입주예정자협의회
90,2026.11,청양 금성백조 예미지 퍼스트클래스,182,충청남도 청양군 청양읍 읍내리 308-4번지,(주)금성백조주택,"얼음정수기, 비데, 공기청정기, 식세기",청양 금성백조 예미지 퍼스트클래스 입주예정자협의회
90,2026.11,강변역 센트럴 아이파크,68,서울특별시 광진구 구의동 592-39번지 일원,(주)한국토지신탁,"얼음정수기, 비데, 공기청정기, 식세기",강변역 센트럴 아이파크 입주예정자협의회
90,2026.11,홍대입구역 센트럴 아르떼 해모로,52,서울특별시 마포구 동교동 200-2번지 일원,케이비부동산신탁(주),"얼음정수기, 비데, 공기청정기, 식세기",홍대입구역 센트럴 아르떼 해모로 입주예정자협의회
99,2026.12,해링턴 마레,1382,부산광역시 남구 우암동 198-3번지 일원,우암1구역주택재개발정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",해링턴 마레 입주예정자협의회
99,2026.12,인천 연희공원 호반써밋 파크에디션,1370,인천광역시 서구 연희동 166-10번지(외 70필지) 일원,연희파크 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",인천 연희공원 호반써밋 파크에디션 입주예정자협의회
99,2026.12,고양 장항 제일풍경채,1184,경기도 고양시 일산동구 장항동 658-65 일원(고양장항지구 B-1BL),주식회사 고양장항1피에프브이,"얼음정수기, 비데, 공기청정기, 식세기",고양 장항 제일풍경채 입주예정자협의회
99,2026.12,더샵 탕정인피니티시티,1140,충청남도 아산시 아산탕정지구 도시개발구역 A4BL,한국자산신탁(주),"얼음정수기, 비데, 공기청정기, 식세기",더샵 탕정인피니티시티 입주예정자협의회
99,2026.12,보령 엘리체 헤리티지,971,충청남도 보령시 동대동 391번지외 62필지,에스이앤씨유한회사,"얼음정수기, 비데, 공기청정기, 식세기",보령 엘리체 헤리티지 입주예정자협의회
99,2026.12,힐스테이트 중외공원 2블록,785,광주광역시 북구 매곡동 산131-1번지 일원(중외근린공원),(주)한국토지신탁,"얼음정수기, 비데, 공기청정기, 식세기",힐스테이트 중외공원 2블록 입주예정자협의회
99,2026.12,인천계양지구 A-2블록 공공분양주택(본청약),747,"인천광역시 계양구 귤현동, 동양동, 박촌동, 병방동, 상야동 일원 인천계양테크노밸리 공공주택지구 내 A2블록",한국토지주택공사 인천지역본부,"얼음정수기, 비데, 공기청정기, 식세기",인천계양지구 A-2블록 공공분양주택(본청약) 입주예정자협의회
99,2026.12,군산 레이크시티 아이파크,722,전라북도 군산시 지곡동 산 137-1번지 일원,신한자산신탁 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",군산 레이크시티 아이파크 입주예정자협의회
99,2026.12,힐스테이트 중외공원 3블록,681,광주광역시 북구 매곡동 355번지 일원(중외근린공원),(주)한국토지신탁,"얼음정수기, 비데, 공기청정기, 식세기",힐스테이트 중외공원 3블록 입주예정자협의회
99,2026.12,회천중앙역 로제비앙 그랜드센텀,642,경기도 양주시 회정동 양주신도시 회천지구 A11블록,(주)대광건영,"얼음정수기, 비데, 공기청정기, 식세기",회천중앙역 로제비앙 그랜드센텀 입주예정자협의회
99,2026.12,수원 당수지구 D3블록(사전청약),593,경기도 수원시 권선구 수원당수 공공주택지구 내 D3BL,(주)태영건설,"얼음정수기, 비데, 공기청정기, 식세기",수원 당수지구 D3블록(사전청약) 입주예정자협의회
99,2026.12,익산 부송 아이파크,511,전북특별자치도 익산시 부송동 279번지 일원,주식회사 하나자산신탁,"얼음정수기, 비데, 공기청정기, 식세기",익산 부송 아이파크 입주예정자협의회
90,2026.12,e편한세상 서대전역 센트로,495,대전광역시 중구 문화동 330번지 일원,문화2구역재개발정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",e편한세상 서대전역 센트로 입주예정자협의회
90,2026.12,인천 검단신도시 AB13블록 호반써밋Ⅲ(본청약),492,인천 검단신도시 AB13블록 (인천광역시 서구 원당동 1063-2 일원),티에스리빙 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",인천 검단신도시 AB13블록 호반써밋Ⅲ(본청약) 입주예정자협의회
90,2026.12,영통역자이 프라시엘,472,경기도 용인시 기흥구 서천동 335-2번지 일원,교보자산신탁(주),"얼음정수기, 비데, 공기청정기, 식세기",영통역자이 프라시엘 입주예정자협의회
90,2026.12,위례 A2-7블록 신혼희망타운(공공분양) (본청약),440,경기도 성남시 수정구 창곡동 위례 택지개발사업지구 내 A2-7블록,한국토지주택공사 서울지역본부,"얼음정수기, 비데, 공기청정기, 식세기",위례 A2-7블록 신혼희망타운(공공분양) (본청약) 입주예정자협의회
90,2026.12,힐스테이트 가야 1단지,406,부산광역시 부산진구 가야동 197번지 일원,우리자산신탁 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",힐스테이트 가야 1단지 입주예정자협의회
90,2026.12,수원 당수지구 C3블록(사전청약),385,경기도 수원시 권선구 수원당수 공공주택지구 내 C3BL,(주)태영건설,"얼음정수기, 비데, 공기청정기, 식세기",수원 당수지구 C3블록(사전청약) 입주예정자협의회
90,2026.12,인천계양 A3블록 신혼희망타운(공공분양)(본청약),359,"인천광역시 계양구 귤현동, 동양동, 박촌동, 병방동, 상야동 일원 인천계양 테크노밸리 공공주택지구내 A3블록",한국토지주택공사 인천지역본부,"얼음정수기, 비데, 공기청정기, 식세기",인천계양 A3블록 신혼희망타운(공공분양)(본청약) 입주예정자협의회
90,2026.12,효성해링턴 플레이스 군산,275,전북특별자치도 군산시 경장동 504-4번지 일원,한국자산신탁(주),"얼음정수기, 비데, 공기청정기, 식세기",효성해링턴 플레이스 군산 입주예정자협의회
90,2026.12,에코시티 한양수자인 디에스틴 주상복합,268,전라북도 전주시 덕진구 송천동 2가 1315번지 (전주에코시티 주상3BL),케이비부동산신탁주식회사,"얼음정수기, 비데, 공기청정기, 식세기",에코시티 한양수자인 디에스틴 주상복합 입주예정자협의회
90,2026.12,홍천 에듀포레 휴티스,239,강원특별자치도 홍천군 홍천읍 갈마곡리 436-1 일원 및 희망리 38번지 일원,한국투자부동산신탁 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",홍천 에듀포레 휴티스 입주예정자협의회
90,2026.12,용현 우방 아이유쉘 센트럴마린,196,인천광역시 미추홀구 용현동 627-80번지,용현5동새한아파트재건축정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",용현 우방 아이유쉘 센트럴마린 입주예정자협의회
90,2026.12,군산 세경아파트 우선분양전환 후 잔여세대,153,"전북특별자치도 군산시 양안로 123 (조촌동, 세경아파트)",세경산업주식회사,"얼음정수기, 비데, 공기청정기, 식세기",군산 세경아파트 우선분양전환 후 잔여세대 입주예정자협의회
90,2026.12,힐스테이트 가야 2단지,81,부산광역시 부산진구 가야동 197-3번지 일원,우리자산신탁 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",힐스테이트 가야 2단지 입주예정자협의회
90,2026.12,두산위브 트레지움 월산,71,광주광역시 남구 월산동 243-1번지 일원,남구수박등지역주택조합,"얼음정수기, 비데, 공기청정기, 식세기",두산위브 트레지움 월산 입주예정자협의회
90,2026.12,하당 르파르크 시그니처,70,전라남도 목포시 석현동 1175-11번지,주식회사 케이유건설,"얼음정수기, 비데, 공기청정기, 식세기",하당 르파르크 시그니처 입주예정자협의회
90,2026.12,위례 A2-7블록 신혼희망타운(공공분양) 잔여세대,3,경기도 성남시 수정구 창곡동 위례 택지개발사업지구 내 A2-7블록,한국토지주택공사 서울지역본부,"얼음정수기, 비데, 공기청정기, 식세기",위례 A2-7블록 신혼희망타운(공공분양) 잔여세대 입주예정자협의회
99,2027.01,지제역 반도체밸리 쌍용더플래티넘,1340,경기도 평택시 가재지구 도시개발사업 공동 1BL,평택가재피에프브이(주),"얼음정수기, 비데, 공기청정기, 식세기",지제역 반도체밸리 쌍용더플래티넘 입주예정자협의회
99,2027.01,평택 브레인시티 5BL 대광로제비앙 그랜드센텀,1182,경기도 평택시 장안동 평택브레인시티 일반산업단지 공동5BL,브레인시티5피에프브이 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",평택 브레인시티 5BL 대광로제비앙 그랜드센텀 입주예정자협의회
99,2027.01,신영지웰 푸르지오 테크노폴리스 센트럴,1034,충청북도 청주시 흥덕구 송절동 산 4-2(일원),(주)무궁화신탁,"얼음정수기, 비데, 공기청정기, 식세기",신영지웰 푸르지오 테크노폴리스 센트럴 입주예정자협의회
99,2027.01,e편한세상 내포 퍼스트드림(선택형 분양전환공공임대주택),949,충남 내포신도시 RH16BL(충청남도 홍성군 홍북읍 신경리 1207일원),충청남도개발공사,"얼음정수기, 비데, 공기청정기, 식세기",e편한세상 내포 퍼스트드림(선택형 분양전환공공임대주택) 입주예정자협의회
99,2027.01,청주 가경 아이파크 6단지,946,충청북도 청주시 흥덕구 가경동 330번지 일대,에이치디씨현대산업개발 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",청주 가경 아이파크 6단지 입주예정자협의회
99,2027.01,위파크 안동 호반,820,경상북도 안동시 옥동 산 70번지 일원,(주)호반건설,"얼음정수기, 비데, 공기청정기, 식세기",위파크 안동 호반 입주예정자협의회
99,2027.01,더샵 광양레이크센텀 (1회차),717,전라남도 광양시 마동 348-4번지 일원,교보자산신탁(주),"얼음정수기, 비데, 공기청정기, 식세기",더샵 광양레이크센텀 (1회차) 입주예정자협의회
99,2027.01,에코시티 더샵4차,576,전북특별자치도 전주시 덕진구 송천동2가 1317,(주)포스코이앤씨,"얼음정수기, 비데, 공기청정기, 식세기",에코시티 더샵4차 입주예정자협의회
99,2027.01,광주 선운2지구 예다음(사전청약),505,광주광역시 광산구 운수동 선운2지구 B-2BL,(주)영무건설,"얼음정수기, 비데, 공기청정기, 식세기",광주 선운2지구 예다음(사전청약) 입주예정자협의회
90,2027.01,더샵 광양레이크센텀 (2회차),208,전라남도 광양시 마동 348-4번지 일원,교보자산신탁(주),"얼음정수기, 비데, 공기청정기, 식세기",더샵 광양레이크센텀 (2회차) 입주예정자협의회
90,2027.01,부천아테라자이(부천괴안지구 B-2블록),200,경기도 부천시 소사구 괴안동 부천괴안 공공주택지구 B2블록,(주)인천검단부천괴안주택위탁관리부동산투자회사,"얼음정수기, 비데, 공기청정기, 식세기",부천아테라자이(부천괴안지구 B-2블록) 입주예정자협의회
90,2027.01,울산 우정 한라비발디,198,울산광역시 중구 우정동 274-85번지 일원,울산우정동 지역주택조합,"얼음정수기, 비데, 공기청정기, 식세기",울산 우정 한라비발디 입주예정자협의회
90,2027.01,울산 우정 에피트(조합원 취소분),55,울산광역시 중구 우정동 274-85번지 일원,울산우정동 지역주택조합,"얼음정수기, 비데, 공기청정기, 식세기",울산 우정 에피트(조합원 취소분) 입주예정자협의회
90,2027.01,PH159,49,제주특별자치도 제주시 조천읍 북촌리 1938번지 외 2필지,신영부동산신탁 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",PH159 입주예정자협의회
90,2027.01,선화동 참좋은아파트 우선분양전환 후 잔여세대(2차),2,"대전광역시 중구 선화동 83-1 (선화동, 참좋은아파트)",동건종합건설(주),"얼음정수기, 비데, 공기청정기, 식세기",선화동 참좋은아파트 우선분양전환 후 잔여세대(2차) 입주예정자협의회
99,2027.02,평택 브레인시티 중흥S-클래스,1980,경기도 평택시 장안동 평택브레인시티 일반산업단지 공동1BL,주식회사 평택브레인시티일피에프브이,"얼음정수기, 비데, 공기청정기, 식세기",평택 브레인시티 중흥S-클래스 입주예정자협의회
99,2027.02,지제역 반도체밸리 해링턴 플레이스,1209,경기도 평택시 가재지구 도시개발사업 공동 3BL (가재동),평택가재피에프브이(주),"얼음정수기, 비데, 공기청정기, 식세기",지제역 반도체밸리 해링턴 플레이스 입주예정자협의회
99,2027.02,배방 필하우스 리버시티,1083,"충청남도 아산시 배방읍 북수리 1577,1578번지",대유산업(주),"얼음정수기, 비데, 공기청정기, 식세기",배방 필하우스 리버시티 입주예정자협의회
99,2027.02,더샵 탕정인피니티시티 2차,1050,충청남도 아산시 아산탕정지구 도시개발구역 A3BL,한국자산신탁(주),"얼음정수기, 비데, 공기청정기, 식세기",더샵 탕정인피니티시티 2차 입주예정자협의회
99,2027.02,제일풍경채 검단Ⅳ,1048,인천광역시 서구 불로동 검단신도시 AA22BL,인천검단3차피에프브이(주),"얼음정수기, 비데, 공기청정기, 식세기",제일풍경채 검단Ⅳ 입주예정자협의회
99,2027.02,"인천 영종국제도시 RC4-1,2BL 주상복합 (사전청약)",868,"인천광역시 중구 중산동 RC4-1,2BL",디비종합건설 주식회사,"얼음정수기, 비데, 공기청정기, 식세기","인천 영종국제도시 RC4-1,2BL 주상복합 (사전청약) 입주예정자협의회"
99,2027.02,힐스테이트 선화 더와이즈,851,대전광역시 중구 선화동 85-1번지 일원,우리자산신탁 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",힐스테이트 선화 더와이즈 입주예정자협의회
99,2027.02,청계리버뷰자이,797,서울특별시 성동구 용답동 108-1번지 일원,용답동주택재개발정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",청계리버뷰자이 입주예정자협의회
99,2027.02,검단아테라자이,709,인천검단시 서구 불로동 484-3번지 일대(검단신도시 AB21-1BL),(주)인천검단부천괴안주택위탁관리부동산투자회사,"얼음정수기, 비데, 공기청정기, 식세기",검단아테라자이 입주예정자협의회
99,2027.02,오산세교 힐데스하임(A20블록)(본청약),679,경기도 오산시 벌음동 149 일원(오산세교2지구 A20블록),(주)원건설산업,"얼음정수기, 비데, 공기청정기, 식세기",오산세교 힐데스하임(A20블록)(본청약) 입주예정자협의회
99,2027.02,진위역 서희스타힐스 더 파크뷰,639,경기도 평택시 진위면 갈곶리 239-60번지 일원,엘지로 지역주택조합,"얼음정수기, 비데, 공기청정기, 식세기",진위역 서희스타힐스 더 파크뷰 입주예정자협의회
90,2027.02,부산장안지구 디에트르 디 오션(B3BL) 본청약,489,부산광역시 기장군 장안지구 B-3블록(부산광역시 기장군 장안읍 좌천리 361-4일원),대방주택 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",부산장안지구 디에트르 디 오션(B3BL) 본청약 입주예정자협의회
90,2027.02,달서자이 제니크,360,대구광역시 달서구 본리동 661-9번지 일원,교보자산신탁(주),"얼음정수기, 비데, 공기청정기, 식세기",달서자이 제니크 입주예정자협의회
90,2027.02,더샵 금정위버시티,308,부산광역시 금정구 부곡동 200-1번지 일원,금정더샵지역주택조합,"얼음정수기, 비데, 공기청정기, 식세기",더샵 금정위버시티 입주예정자협의회
90,2027.02,힐스테이트 문수로 센트럴 2단지,301,울산광역시 남구 신정동 636-1번지 일원,한국투자부동산신탁 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",힐스테이트 문수로 센트럴 2단지 입주예정자협의회
90,2027.02,힐스테이트 문수로 센트럴 1단지,301,울산광역시 남구 신정동 638-1번지 일원,한국투자부동산신탁 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",힐스테이트 문수로 센트럴 1단지 입주예정자협의회
90,2027.02,서광교 한라비발디 레이크포레,285,경기도 수원시 장안구 연무동 58-1번지 일원,코리아신탁(주),"얼음정수기, 비데, 공기청정기, 식세기",서광교 한라비발디 레이크포레 입주예정자협의회
90,2027.02,원주 모아엘가 그랑데,281,강원특별자치도 원주시 단구동 531-8번지 일원,단구동14통주택재개발정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",원주 모아엘가 그랑데 입주예정자협의회
90,2027.02,더폴 울산신정,168,울산광역시 남구 신정동 1133-14 외 11필지,(주)우성종합건설,"얼음정수기, 비데, 공기청정기, 식세기",더폴 울산신정 입주예정자협의회
90,2027.02,동래 에코팰리스 아시아드,160,부산광역시 동래구 온천동 1248-10,(주)지민건설,"얼음정수기, 비데, 공기청정기, 식세기",동래 에코팰리스 아시아드 입주예정자협의회
90,2027.02,성남 금토지구 A-3블록 판교테크노밸리 중흥S-클래스(본청약),119,경기도 성남시 수정구 금토동 금토지구 A-3BL,세종건설산업(주),"얼음정수기, 비데, 공기청정기, 식세기",성남 금토지구 A-3블록 판교테크노밸리 중흥S-클래스(본청약) 입주예정자협의회
90,2027.02,진위역 서희스타힐스 더 파크뷰,82,경기도 평택시 진위면 갈곶리 239-60번지 일원,엘지로 지역주택조합,"얼음정수기, 비데, 공기청정기, 식세기",진위역 서희스타힐스 더 파크뷰 입주예정자협의회
90,2027.02,진위역 서희스타힐스 더 파크뷰(3차),53,경기도 평택시 진위면 갈곶리 239-60번지 일원,엘지로 지역주택조합,"얼음정수기, 비데, 공기청정기, 식세기",진위역 서희스타힐스 더 파크뷰(3차) 입주예정자협의회
90,2027.02,더샵 금정위버시티(조합원 취소분),30,부산광역시 금정구 부곡동 200-1번지 일원,금정더샵지역주택조합,"얼음정수기, 비데, 공기청정기, 식세기",더샵 금정위버시티(조합원 취소분) 입주예정자협의회
99,2027.03,구미 그랑포레 데시앙,1350,경상북도 구미시 도량동 산40-4번지 일원,"지엠파크(주),(주)태영건설","얼음정수기, 비데, 공기청정기, 식세기",구미 그랑포레 데시앙 입주예정자협의회
99,2027.03,일광 노르웨이숲 오션포레,1294,부산광역시 기장군 일광읍 이천리 720-2번지 일원,코리아신탁(주),"얼음정수기, 비데, 공기청정기, 식세기",일광 노르웨이숲 오션포레 입주예정자협의회
99,2027.03,안성당왕 경남아너스빌 하이스트,976,경기도 안성시 안성당왕지구 B-1블록 공동주택용지,에스엠상선(주),"얼음정수기, 비데, 공기청정기, 식세기",안성당왕 경남아너스빌 하이스트 입주예정자협의회
99,2027.03,푸르지오 라디우스 파크,718,서울특별시 성북구 장위동 25-55번지 일대,장위6구역주택재개발정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",푸르지오 라디우스 파크 입주예정자협의회
99,2027.03,김제 검산 예다음,648,전북특별자치도 김제시 검산동 510-7번지 일원,와이엠스테이,"얼음정수기, 비데, 공기청정기, 식세기",김제 검산 예다음 입주예정자협의회
99,2027.03,영통자이 센트럴파크,580,경기도 수원시 영통구 영통동 961-11번지,교보자산신탁주식회사,"얼음정수기, 비데, 공기청정기, 식세기",영통자이 센트럴파크 입주예정자협의회
99,2027.03,두산위브더제니스 센트럴 용인,568,경기도 용인시 처인구 삼가동 174번지 일원,(주)레이스 이앤디,"얼음정수기, 비데, 공기청정기, 식세기",두산위브더제니스 센트럴 용인 입주예정자협의회
99,2027.03,도마 포레나해모로,568,대전광역시 서구 도마동 181-1번지 일원,도마·변동9재정비촉진구역주택재개발정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",도마 포레나해모로 입주예정자협의회
90,2027.03,양정 롯데캐슬 프론티엘,489,부산광역시 부산진구 양정동 64-3번지 일원,양정3구역 주택재개발정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",양정 롯데캐슬 프론티엘 입주예정자협의회
90,2027.03,마포자이힐스테이트 라첼스,463,서울특별시 마포구 공덕동 105-84 일원,공덕1구역주택재건축정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",마포자이힐스테이트 라첼스 입주예정자협의회
90,2027.03,양평 하늘채 센트로힐스,200,경기도 양평군 양평읍 덕평리 661-7 일원,양평덕평지구 지역주택조합,"얼음정수기, 비데, 공기청정기, 식세기",양평 하늘채 센트로힐스 입주예정자협의회
90,2027.03,신제주 동문디이스트 시그니처원Ⅰ,182,제주특별자치도 제주시 연동 274-12번지외 4필지,코리아신탁(주),"얼음정수기, 비데, 공기청정기, 식세기",신제주 동문디이스트 시그니처원Ⅰ 입주예정자협의회
90,2027.03,역북 서희스타힐스 프라임시티,134,경기도 용인시 처인구 역북동 89-25번지 일원,역북지역주택조합,"얼음정수기, 비데, 공기청정기, 식세기",역북 서희스타힐스 프라임시티 입주예정자협의회
90,2027.03,마포 푸르지오 어반피스,122,서울특별시 마포구 아현동 613-10번지 일원,마포로3구역제3지구도시정비형재개발조합,"얼음정수기, 비데, 공기청정기, 식세기",마포 푸르지오 어반피스 입주예정자협의회
90,2027.03,더 플래티넘 센트럴포레,112,경기도 양주시 삼숭동 187-47번지 일원,"삼숭지역주택조합,쌍용건설주식회사","얼음정수기, 비데, 공기청정기, 식세기",더 플래티넘 센트럴포레 입주예정자협의회
90,2027.03,e편한세상 일산 메이포레 1단지,112,경기도 고양시 일산동구 풍동 822번지 일원,식사풍동1단지지역주택조합,"얼음정수기, 비데, 공기청정기, 식세기",e편한세상 일산 메이포레 1단지 입주예정자협의회
90,2027.03,이촌 르엘,88,서울특별시 용산구 이촌동 301-160 일원,이촌동 현대아파트 리모델링주택조합,"얼음정수기, 비데, 공기청정기, 식세기",이촌 르엘 입주예정자협의회
90,2027.03,e편한세상 일산 메이포레 3단지,35,경기도 고양시 일산동구 풍동 852번지 일원,식사풍동3단지지역주택조합,"얼음정수기, 비데, 공기청정기, 식세기",e편한세상 일산 메이포레 3단지 입주예정자협의회
90,2027.03,역북 서희스타힐스 프라임시티(조합원 취소분),5,경기도 용인시 처인구 역북동 89-25번지 일원,역북지역주택조합,"얼음정수기, 비데, 공기청정기, 식세기",역북 서희스타힐스 프라임시티(조합원 취소분) 입주예정자협의회
99,2027.04,대연 디아이엘,2382,부산광역시 남구 대연동 1619번지 일원,대연3구역 주택재개발정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",대연 디아이엘 입주예정자협의회
99,2027.04,신영지웰 평택화양,999,경기도 평택시 화양지구 도시개발사업 9-1BL(경기도 평택시 현덕면 화양리 785번지 일원),"(주)신영화양지구개발피에프브이,(주)신영대농개발","얼음정수기, 비데, 공기청정기, 식세기",신영지웰 평택화양 입주예정자협의회
99,2027.04,힐스테이트 죽림더프라우드 A2BL(공공분양주택),802,전라남도 여수시 죽림1지구 내 A2BL,"전남개발공사,현대건설(주),(주)길축산업개발","얼음정수기, 비데, 공기청정기, 식세기",힐스테이트 죽림더프라우드 A2BL(공공분양주택) 입주예정자협의회
99,2027.04,제주 중부공원 제일풍경채 센트럴파크,653,제주특별자치도 제주시 건입동 167번지,케이비부동산신탁(주),"얼음정수기, 비데, 공기청정기, 식세기",제주 중부공원 제일풍경채 센트럴파크 입주예정자협의회
99,2027.04,이천자이 더 레브,635,경기도 이천시 송정동 산31번지 일원,교보자산신탁(주),"얼음정수기, 비데, 공기청정기, 식세기",이천자이 더 레브 입주예정자협의회
99,2027.04,김해 삼계 푸르지오 센트럴파크,630,경상남도 김해시 삼계동 1027-3번지 일원,신한자산신탁 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",김해 삼계 푸르지오 센트럴파크 입주예정자협의회
99,2027.04,휴먼빌 일산 클래스원,529,경기도 고양시 일산동구 식사동 1110번지 일원(고양 풍동 2지구 3블럭),일신건영(주),"얼음정수기, 비데, 공기청정기, 식세기",휴먼빌 일산 클래스원 입주예정자협의회
99,2027.04,제일풍경채 운정,520,경기도 파주시 운정3지구 A45블록(경기도 파주시 목동동 363번지 일원),파주운정45한신컨소시엄,"얼음정수기, 비데, 공기청정기, 식세기",제일풍경채 운정 입주예정자협의회
99,2027.04,창경궁 롯데캐슬 시그니처,509,서울특별시 성북구 삼선동2가 296번지 일원,삼선제5주택재개발정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",창경궁 롯데캐슬 시그니처 입주예정자협의회
90,2027.04,힐스테이트 구미더퍼스트,491,경상북도 구미시 봉곡동 59-1번지 일원,한국투자부동산신탁 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",힐스테이트 구미더퍼스트 입주예정자협의회
90,2027.04,괴산 미니복합타운 A2BL 대광로제비앙 (사전청약),355,충청북도 괴산군 괴산읍 대사리 괴산미니복합타운 A2BL,(주)포레지아,"얼음정수기, 비데, 공기청정기, 식세기",괴산 미니복합타운 A2BL 대광로제비앙 (사전청약) 입주예정자협의회
90,2027.04,힐스테이트 죽림더프라우드 A4BL(공공분양주택),341,전라남도 여수시 죽림1지구 내 A4BL,"전남개발공사,현대건설(주),(주)길축산업개발","얼음정수기, 비데, 공기청정기, 식세기",힐스테이트 죽림더프라우드 A4BL(공공분양주택) 입주예정자협의회
